,Blank,Blank1,Ground,Inns,Opposition,Overs,RPO,Result,Score,Start Date,Team
6401,,v West Indies,8 Feb 1984,1,Sydney,44.4,3.58,lost,160,,Australia
6402,,v West Indies,6 Mar 1985,2,Melbourne,46.0,3.47,won,160/3,,Pakistan
6403,,v Pakistan,11 Mar 1986,1,Colombo (SSC),38.0,4.21,lost,160/8,,Sri Lanka
6404,,v India,12 Dec 1988,1,Cuttack,45.0,3.55,lost,160/7,,New Zealand
6405,,v Australia,9 Jan 1992,1,Melbourne,47.0,3.40,n/r,160/7,,West Indies
6406,,v West Indies,27 Feb 1992,2,Melbourne,39.5,4.01,won,160/4,,England
6407,,v West Indies,6 Dec 1992,1,Perth,50.0,3.20,lost,160/7,,Australia
6408,,v Pakistan,24 Aug 1994,2,Colombo (RPS),48.1,3.32,lost,160,,Sri Lanka
6409,,v New Zealand,16 Feb 1995,1,Napier,45.5,3.49,lost,160,,India
6410,,v Sri Lanka,15 Dec 1995,1,Adelaide,50.0,3.20,lost,160/8,,West Indies
6411,,v New Zealand,15 Nov 1996,1,Sharjah,48.5,3.27,won,160,,Pakistan
6412,,v New Zealand,18 Apr 1998,2,Sharjah,36.5,4.34,won,160/4,,Australia
6413,,v West Indies,22 Jan 1999,2,Johannesburg,27.0,5.92,won,160/8,,South Africa
6414,,v Australia,22 Aug 1999,2,Galle,37.4,4.24,lost,160,,Sri Lanka
6415,,v West Indies,6 Jan 2000,2,Napier,37.2,4.28,won,160/6,,New Zealand
6416,,v Sri Lanka,25 Mar 2001,2,Colombo (RPS),45.0,3.55,lost,160,,England
6417,,v Kenya,7 Oct 2001,2,Benoni,33.4,4.75,won,160/3,,South Africa
6418,,v South Africa,27 Jan 2002,2,Adelaide,45.2,3.52,lost,160,,New Zealand
6419,,v Sri Lanka,18 May 2003,2,Dambulla,47.4,3.35,lost,160,,Pakistan
6420,,v Sri Lanka,11 Jun 2003,2,Kingstown,36.5,4.34,won,160/4,,West Indies
6421,,v West Indies,1 Jul 2004,2,Leeds,22.0,7.27,won,160/3,,England
6422,,v Australia,10 Feb 2008,2,Melbourne,45.5,3.49,won,160/5,,India
6423,,v Bangladesh,11 Apr 2008,2,Faisalabad,23.2,6.85,won,160/3,,Pakistan
6424,,v New Zealand,21 Jun 2008,2,Bristol,46.2,3.45,lost,160,,England
6425,,v Bangladesh,21 Jan 2009,1,Dhaka,50.0,3.20,lost,160/9,,Zimbabwe
6426,,,,,,,,,,,
6427,,v England,24 May 2009,1,Bristol,38.3,4.15,lost,160,,West Indies
6428,,v Bangladesh,14 Mar 2011,1,Chittagong,46.2,3.45,lost,160,,Netherlands
6429,,v Bangladesh,21 Aug 2011,2,Bulawayo,38.2,4.17,lost,160,,Zimbabwe
6430,,v West Indies,8 Jan 2014,2,Hamilton,29.5,5.36,lost,160,,New Zealand
6431,,v Afghanistan,5 Mar 2014,2,Dhaka,32.2,4.94,won,160/2,,India
6432,,v West Indies,21 Feb 2015,2,Christchurch,39.0,4.10,lost,160,,Pakistan
6433,,v South Africa,10 Jul 2015,1,Dhaka,36.3,4.38,lost,160,,Bangladesh
6434,,v Sri Lanka,27 Nov 2016,1,Bulawayo,36.3,4.38,lost,160,,Zimbabwe
6435,,v New Zealand,18 Jul 1973,2,Swansea,45.3,3.49,won,159/3,,England
6436,,v New Zealand,18 Jun 1975,2,The Oval,40.1,3.95,won,159/5,,West Indies
6437,,v England,9 Jun 1979,1,Lord's,60.0,2.65,lost,159/9,,Australia
6438,,v New Zealand,7 Dec 1980,2,Melbourne,47.2,3.35,won,159/6,,Australia
6439,,v Australia,17 Feb 1982,1,Dunedin,49.0,3.24,lost,159/9,,New Zealand
6440,,v Pakistan,6 Mar 1985,1,Melbourne,44.3,3.57,lost,159,,West Indies
6441,,v Australia,19 Jan 1986,1,Perth,50.0,3.18,lost,159/6,,New Zealand
6442,,v Australia,5 Feb 1986,2,Sydney,43.4,3.64,lost,159,,India
6443,,v New Zealand,29 Mar 1988,2,Sharjah,42.5,3.71,lost,159,,Sri Lanka
6444,,v Sri Lanka,18 Feb 1990,2,Adelaide,40.0,3.97,won,159/3,,Australia
6445,,v Australia,18 Mar 1992,2,Melbourne,42.4,3.72,lost,159,,West Indies
6446,,v South Africa,2 Apr 1994,2,East London,40.0,3.97,won,159/3,,Australia
6447,,v Australia,20 Jan 1996,2,Sydney,25.0,6.36,lost,159/8,,Sri Lanka
6448,,v India,20 Sep 1997,1,Toronto,28.0,5.67,lost,159/6,,Pakistan
6449,,v Australia,18 Apr 1998,1,Sharjah,48.4,3.26,lost,159,,New Zealand
6450,,v South Africa,5 Feb 1999,2,Bloemfontein,40.3,3.92,lost,159,,West Indies
6451,,v India,23 Aug 1999,2,Galle,29.1,5.45,won,159/2,,Australia
6452,,v New Zealand,6 Jan 2000,1,Napier,49.5,3.19,lost,159,,West Indies
6453,,v New Zealand,25 Aug 2000,2,Singapore,34.0,4.67,won,159/2,,South Africa
6454,,v South Africa,7 Oct 2001,1,Benoni,50.0,3.18,lost,159/7,,Kenya
6455,,v England,1 Jul 2004,1,Leeds,40.1,3.95,lost,159,,West Indies
6456,,v New Zealand,10 Jul 2004,2,Lord's,41.2,3.84,lost,159,,West Indies
6457,,v India,10 Feb 2008,1,Melbourne,43.1,3.68,lost,159,,Australia
6458,,v Bermuda,20 Aug 2008,2,King City (NW),31.5,4.99,won,159/4,,West Indies
6459,,v West Indies,3 Jul 2009,2,Gros Islet,21.5,7.28,won,159/4,,India
6460,,v England,16 Jun 2013,2,Cardiff,24.0,6.62,lost,159/8,,New Zealand
6461,,v England,2 Mar 2014,1,North Sound,44.2,3.58,lost,159,,West Indies
6462,,v India,5 Mar 2014,1,Dhaka,45.2,3.50,lost,159,,Afghanistan
6463,,v Afghanistan,24 Jul 2014,2,Bulawayo,38.0,4.18,lost,159,,Zimbabwe
6464,,v Sri Lanka,1 Nov 2015,1,Colombo (RPS),26.0,6.11,lost,159/8,,West Indies
6465,,v England,18 Jul 1973,1,Swansea,52.5,2.99,lost,158,,New Zealand
6466,,v West Indies,18 Jun 1975,1,The Oval,52.2,3.01,lost,158,,New Zealand
6467,,v England,13 Jan 1978,1,Lahore,35.0x8,3.38,won,158/6,,Pakistan
6468,,v Australia,13 Jun 1983,2,Nottingham,37.5,4.17,lost,158,,India
6469,,v Australia,28 Jan 1987,2,Sydney,46.1,3.42,lost,158,,West Indies
6470,,v England,23 May 1987,2,Nottingham,52.0,3.03,won,158/4,,Pakistan
6471,,v England,17 Oct 1987,2,Peshawar,45.0,3.51,lost,158/8,,Sri Lanka
6472,,v Australia,18 Feb 1990,1,Adelaide,40.4,3.88,lost,158,,Sri Lanka
6473,,v England,7 Dec 1990,1,Perth,49.2,3.20,lost,158,,New Zealand
6474,,v India,15 Dec 1991,2,Adelaide,40.5,3.86,won,158/4,,Australia
6475,,v New Zealand,26 Dec 1992,1,Wellington,49.0,3.22,won,158/8,,Pakistan
6476,,v Australia,2 Apr 1994,1,East London,49.5,3.17,lost,158,,South Africa
6477,,,,,,,,,,,
6478,,v Sri Lanka,14 Apr 1994,2,Sharjah,36.5,4.28,won,158/1,,Australia
6479,,v Zimbabwe,1 Mar 1996,2,Nagpur,36.0,4.38,won,158/2,,Australia
6480,,v West Indies,3 Apr 1996,1,Georgetown,35.5,4.40,won,158,,New Zealand
6481,,v England,25 May 1996,1,Leeds,40.2,3.91,lost,158,,India
6482,,v Kenya,24 Mar 1999,2,Dhaka,41.4,3.79,lost,158,,Bangladesh
6483,,v New Zealand,24 May 1999,2,Southampton,44.2,3.56,won,158/3,,West Indies
6484,,v West Indies,9 Jul 2000,1,Lord's,43.5,3.60,n/r,158/8,,England
6485,,v South Africa,25 Aug 2000,1,Singapore,47.4,3.31,lost,158,,New Zealand
6486,,v Pakistan,30 Oct 2000,1,Rawalpindi,42.5,3.68,lost,158,,England
6487,,v New Zealand,1 Nov 2000,2,Durban,30.3,5.18,won,158/4,,South Africa
6488,,v Pakistan,10 Oct 2003,2,Rawalpindi,38.5,4.06,won,158/4,,South Africa
6489,,v Scotland,7 Feb 2007,2,Nairobi (Gym),37.5,4.17,won,158/2,,Kenya
6490,,v New Zealand,12 Feb 2008,1,Hamilton,35.1,4.49,lost,158,,England
6491,,v Canada,28 Jun 2008,2,King City (NW),35.3,4.45,won,158/7,,Bermuda
6492,,v West Indies,20 Aug 2008,1,King City (NW),50.0,3.16,lost,158/9,,Bermuda
6493,,v New Zealand,3 Jan 2009,2,Christchurch,27.5,5.67,won,158/5,,West Indies
6494,,v New Zealand,3 Feb 2012,2,Dunedin,41.1,3.83,lost,158,,Zimbabwe
6495,,v Sri Lanka,17 Feb 2012,1,Sydney,40.5,3.86,lost,158,,Australia
6496,,v India,15 Jan 2013,2,Kochi,36.0,4.38,lost,158,,England
6497,,v Hong Kong,4 May 2014,2,Kuala Lumpur,48.3,3.25,won,158/8,,U.A.E.
6498,,v India,9 Dec 1980,2,Perth,49.5,3.15,lost,157,,New Zealand
6499,,v Zimbabwe,11 Jun 1983,2,Leicester,37.3,4.18,won,157/5,,India
6500,,v Australia,25 Jan 1984,2,Sydney,47.2,3.31,lost,157,,Pakistan
6501,,v New Zealand,31 Mar 1984,1,Moratuwa,40.0,3.92,won,157/8,,Sri Lanka
6502,,v New Zealand,23 Nov 1984,1,Faisalabad,20.0,7.85,won,157/5,,Pakistan
6503,,v Sri Lanka,21 Sep 1985,2,Colombo (PSS),28.0,5.60,lost,157/4,,India
6504,,v Pakistan,23 May 1987,1,Nottingham,51.1,3.06,lost,157,,England
6505,,v Australia,15 Dec 1991,1,Adelaide,48.4,3.22,lost,157,,India
6506,,v Sri Lanka,10 Jan 1992,2,Sargodha,36.5,4.26,won,157/2,,Pakistan
6507,,v England,27 Feb 1992,1,Melbourne,49.2,3.18,lost,157,,West Indies
6508,,v Australia,24 Feb 1994,2,Durban,45.0,3.48,won,157/3,,South Africa
6509,,v Pakistan,28 Jan 2000,2,Perth,46.0,3.41,lost,157,,India
6510,,v Kenya,24 Feb 2003,2,Nairobi (Gym),45.0,3.48,lost,157,,Sri Lanka
6511,,v South Africa,10 Oct 2003,1,Rawalpindi,47.4,3.29,lost,157,,Pakistan
6512,,v Pakistan,1 Dec 2003,2,Lahore,38.5,4.04,lost,157,,New Zealand
6513,,v West Indies,18 Apr 2004,2,Georgetown,29.3,5.32,won,157/8,,England
6514,,v Bermuda,17 May 2006,1,Port of Spain,49.0,3.20,lost,157/9,,Canada
6515,,v England,17 Apr 2007,2,Bridgetown,19.2,8.12,won,157/1,,South Africa
6516,,v Sri Lanka,25 Jul 2007,2,Colombo (RPS),37.1,4.22,lost,157,,Bangladesh
6517,,v South Africa,28 May 2010,2,Roseau,38.0,4.13,lost,157,,West Indies
6518,,v India,6 Jan 2013,2,Delhi,48.5,3.21,lost,157,,Pakistan
6519,,v England,19 Jan 2013,2,Ranchi,28.1,5.57,won,157/3,,India
6520,,v New Zealand,26 Dec 2013,2,Auckland,27.3,5.70,won,157/8,,West Indies
6521,,v U.A.E.,4 May 2014,1,Kuala Lumpur,45.2,3.46,lost,157,,Hong Kong
6522,,v New Zealand,27 Oct 2014,1,Hamilton,30.4,5.11,n/r,157/3,,South Africa
6523,,v Australia,16 Nov 2014,2,Perth,27.4,5.67,won,157/7,,South Africa
6524,,v Australia,27 Aug 2015,2,Belfast,23.4,6.63,lost,157,,Ireland
6525,,v Ireland,12 May 2017,1,Dublin (Malahide),31.1,5.03,n/r,157/4,,Bangladesh
6526,,v New Zealand,22 Feb 1976,2,Auckland,31.6x8,3.68,lost,156,,India
6527,,v Australia,7 Dec 1980,1,Melbourne,49.5,3.13,lost,156,,New Zealand
6528,,,,,,,,,,,
6529,,v England,25 Nov 1981,1,Ahmedabad,46.0,3.39,lost,156/7,,India
6530,,v New Zealand,19 Mar 1986,2,Dunedin,47.0,3.31,lost,156,,Australia
6531,,v West Indies,17 Jan 1987,2,Brisbane,43.1,3.61,won,156/4,,England
6532,,v West Indies,24 May 1999,1,Southampton,48.1,3.23,lost,156,,New Zealand
6533,,v Pakistan,12 Jul 2000,2,Colombo (SSC),37.3,4.16,won,156/3,,South Africa
6534,,v Pakistan,17 Jun 2001,1,Leeds,45.2,3.44,lost,156,,England
6535,,v Pakistan,23 Jun 2001,2,Lord's,26.3,5.88,won,156/1,,Australia
6536,,v Zimbabwe,23 Nov 2001,1,Chittagong,48.4,3.20,lost,156,,Bangladesh
6537,,v Pakistan,25 Feb 2003,2,Paarl,39.3,3.94,lost,156,,Netherlands
6538,,v Sri Lanka,19 May 2003,1,Dambulla,50.0,3.12,won,156/8,,New Zealand
6539,,v England,18 Apr 2004,1,Georgetown,30.0,5.20,lost,156/5,,West Indies
6540,,v Zimbabwe,10 May 2006,2,Gros Islet,27.4,5.63,won,156/0,,West Indies
6541,,v Zimbabwe,18 Sep 2006,2,East London,27.4,5.63,won,156/4,,South Africa
6542,,v England,19 Jan 2007,2,Brisbane,38.4,4.03,won,156/6,,Australia
6543,,v Bangladesh,6 Feb 2007,2,Harare,35.2,4.41,won,156/2,,Zimbabwe
6544,,v Pakistan,14 Feb 2007,2,Johannesburg,28.2,5.50,won,156/1,,South Africa
6545,,v India,19 Mar 2007,2,Port of Spain,43.1,3.61,lost,156,,Bermuda
6546,,v England,18 Aug 2008,1,Edinburgh,44.0,3.54,n/r,156/9,,Scotland
6547,,v Australia,28 Aug 2009,2,Edinburgh,39.3,3.94,lost,156,,Scotland
6548,,v New Zealand,11 Sep 2009,2,Colombo (RPS),40.3,3.85,won,156/4,,India
6549,,v Afghanistan,29 Mar 2012,2,Sharjah,26.2,5.92,won,156/1,,Netherlands
6550,,v West Indies,26 Dec 2013,1,Auckland,42.1,3.69,lost,156,,New Zealand
6551,,v India,20 Jan 2015,2,Brisbane,27.3,5.67,won,156/1,,England
6552,,v England,29 May 2017,2,Lord's,28.5,5.41,won,156/3,,South Africa
6553,,v India,21 Feb 1976,2,Christchurch,30.3x8,3.82,won,155/1,,New Zealand
6554,,v New Zealand,29 Jan 1981,2,Sydney,39.3,3.92,lost,155,,Australia
6555,,v New Zealand,9 Feb 1983,2,Sydney,33.1,4.67,won,155/4,,Australia
6556,,v India,11 Jun 1983,1,Leicester,51.4,3.00,lost,155,,Zimbabwe
6557,,v Pakistan,17 Nov 1985,2,Sharjah,40.4,3.81,lost,155,,India
6558,,v West Indies,4 Nov 1986,2,Gujranwala,43.5,3.53,lost,155/6,,Pakistan
6559,,v Pakistan,10 Jan 1992,1,Sargodha,40.0,3.87,lost,155/6,,Sri Lanka
6560,,v Zimbabwe,16 Feb 1996,2,Hyderabad (Deccan),29.3,5.25,won,155/4,,West Indies
6561,,v Pakistan,2 Feb 2000,2,Melbourne,42.4,3.63,won,155/4,,Australia
6562,,v New Zealand,8 Feb 2001,2,Hamilton,31.0,5.00,won,155/5,,Sri Lanka
6563,,v Bangladesh,7 Apr 2001,2,Harare,43.1,3.59,won,155/3,,Zimbabwe
6564,,v South Africa,5 May 2001,2,St George's,39.0,3.97,lost,155,,West Indies
6565,,v Zimbabwe,16 Dec 2001,2,Kandy,34.0,4.55,won,155/2,,West Indies
6566,,v Bangladesh,6 Oct 2002,2,Benoni,20.2,7.62,won,155/0,,South Africa
6567,,v Ireland,5 Aug 2006,2,Ayr,41.3,3.73,lost,155,,Scotland
6568,,v Pakistan,10 Sep 2006,2,Birmingham,31.0,5.00,won,155/7,,England
6569,,v Australia,19 Jan 2007,1,Brisbane,42.0,3.69,lost,155,,England
6570,,v Kenya,7 Feb 2007,1,Nairobi (Gym),47.0,3.29,lost,155,,Scotland
6571,,v Bermuda,28 Jun 2008,1,King City (NW),36.0,4.30,lost,155/9,,Canada
6572,,v India,11 Sep 2009,1,Colombo (RPS),46.3,3.33,lost,155,,New Zealand
6573,,v Canada,7 Jul 2010,2,Amstelveen,39.1,3.95,won,155/5,,Ireland
6574,,v India,19 Jan 2013,1,Ranchi,42.2,3.66,lost,155,,England
6575,,v Zimbabwe,14 Nov 2016,2,Harare,24.3,6.32,won,155/2,,Sri Lanka
6576,,v New Zealand,21 Feb 1976,1,Christchurch,35.0x8,3.30,lost,154,,India
6577,,v England,26 May 1978,2,The Oval,55.0,2.80,lost,154/8,,Pakistan
6578,,v Australia,14 Jan 1982,2,Sydney,40.3,3.80,lost,154,,Pakistan
6579,,,,,,,,,,,
6580,,v England,17 Jan 1987,1,Brisbane,46.3,3.31,lost,154,,West Indies
6581,,v Australia,12 Jan 1989,2,Sydney,48.0,3.20,lost,154/8,,West Indies
6582,,v Pakistan,19 Jan 1992,2,Rawalpindi,38.4,3.98,lost,154,,Sri Lanka
6583,,v South Africa,11 Apr 1992,2,Port of Spain,25.5,5.96,won,154/0,,West Indies
6584,,v Sri Lanka,4 Sep 1993,2,Colombo (RPS),46.1,3.33,lost,154,,South Africa
6585,,v South Africa,24 Feb 1994,1,Durban,43.2,3.55,lost,154,,Australia
6586,,v Australia,14 Apr 1994,1,Sharjah,49.3,3.11,lost,154,,Sri Lanka
6587,,v South Africa,21 Jan 1996,2,Port Elizabeth,46.1,3.33,lost,154,,England
6588,,v Australia,1 Mar 1996,1,Nagpur,45.3,3.38,lost,154,,Zimbabwe
6589,,v New Zealand,3 Apr 1996,2,Georgetown,49.1,3.13,lost,154,,West Indies
6590,,v South Africa,22 Jan 1999,1,Johannesburg,28.0,5.50,lost,154/4,,West Indies
6591,,v West Indies,5 Sep 1999,2,Singapore,30.0,5.13,lost,154/8,,India
6592,,v Australia,2 Feb 2000,1,Melbourne,47.2,3.25,lost,154,,Pakistan
6593,,v West Indies,16 Dec 2001,1,Kandy,49.2,3.12,lost,154,,Zimbabwe
6594,,v South Africa,6 Oct 2002,1,Benoni,50.0,3.08,lost,154/9,,Bangladesh
6595,,v India,13 Apr 2003,2,Dhaka,34.5,4.42,lost,154,,South Africa
6596,,v Zimbabwe,29 Apr 2006,2,St John's,38.2,4.01,won,154/5,,West Indies
6597,,v England,10 Sep 2006,1,Birmingham,50.0,3.08,lost,154/9,,Pakistan
6598,,v West Indies,7 Dec 2006,2,Faisalabad,48.2,3.18,won,154/8,,Pakistan
6599,,v Scotland,15 Dec 2006,2,Chittagong,29.1,5.28,won,154/4,,Bangladesh
6600,,v South Africa,17 Apr 2007,1,Bridgetown,48.0,3.20,lost,154,,England
6601,,v India,12 Feb 2008,2,Canberra,19.0,8.10,won,154/2,,Sri Lanka
6602,,v Ireland,7 Jul 2010,1,Amstelveen,50.0,3.08,lost,154/9,,Canada
6603,,v Kenya,9 Jul 2010,2,Schiedam,35.5,4.29,won,154/4,,Canada
6604,,v South Africa,12 Jan 2011,2,Durban,35.4,4.31,lost,154,,India
6605,,v Pakistan,2 May 2011,2,Bridgetown,29.5,5.16,won,154/4,,West Indies
6606,,v West Indies,18 Mar 2012,1,Kingstown,40.0,3.85,lost,154/9,,Australia
6607,,v South Africa,16 Nov 2014,1,Perth,41.4,3.69,lost,154,,Australia
6608,,v Sri Lanka,14 Nov 2016,1,Harare,41.3,3.71,lost,154,,Zimbabwe
6609,,v New Zealand,21 May 2017,2,Dublin (Malahide),39.3,3.89,lost,154,,Ireland
6610,,v New Zealand,15 Feb 1981,2,Hamilton,45.2,3.37,lost,153,,India
6611,,v New Zealand,31 Jan 1983,2,Adelaide,44.0,3.47,lost,153,,Australia
6612,,v Australia,13 Feb 1983,2,Melbourne,39.5,3.84,lost,153,,New Zealand
6613,,v Pakistan,12 Oct 1984,2,Quetta,37.1,4.11,lost,153,,India
6614,,v New Zealand,2 Dec 1984,2,Sialkot,36.0,4.25,lost,153/8,,Pakistan
6615,,v West Indies,23 Apr 1985,2,Bridgetown,49.0,3.12,lost,153/8,,New Zealand
6616,,v New Zealand,14 Jan 1986,2,Sydney,45.1,3.38,won,153/6,,Australia
6617,,v Australia,1 Jan 1991,2,Sydney,45.5,3.33,lost,153,,England
6618,,v England,15 Dec 1996,2,Bulawayo,43.5,3.49,won,153/8,,Zimbabwe
6619,,v England,2 Mar 1997,1,Auckland,39.5,3.84,won,153,,New Zealand
6620,,v Zimbabwe,8 Apr 1997,2,Sharjah,46.1,3.31,lost,153,,Sri Lanka
6621,,v Kenya,26 May 1999,2,Amstelveen,41.0,3.73,won,153/3,,South Africa
6622,,v South Africa,12 Jul 2000,1,Colombo (SSC),44.1,3.46,lost,153,,Pakistan
6623,,v Sri Lanka,25 Oct 2000,2,Sharjah,48.3,3.15,lost,153,,Zimbabwe
6624,,v England,17 Jun 2001,2,Leeds,39.5,3.84,won,153/4,,Pakistan
6625,,v Pakistan,22 Jan 2002,2,Chittagong,50.0,3.06,lost,153/7,,Bangladesh
6626,,v Pakistan,11 Dec 2002,2,Port Elizabeth,29.0,5.27,lost,153,,South Africa
6627,,v England,19 Jan 2003,2,Adelaide,47.3,3.22,won,153/6,,Australia
6628,,v Canada,17 May 2006,2,Port of Spain,42.3,3.60,won,153/7,,Bermuda
6629,,v Bangladesh,15 Dec 2006,1,Chittagong,45.1,3.38,lost,153,,Scotland
6630,,,,,,,,,,,
6631,,v Zimbabwe,6 Feb 2007,1,Harare,46.0,3.32,lost,153,,Bangladesh
6632,,v South Africa,14 Feb 2007,1,Johannesburg,40.5,3.74,lost,153,,Pakistan
6633,,v South Africa,25 Apr 2007,2,Gros Islet,31.3,4.85,won,153/3,,Australia
6634,,v Australia,17 Feb 2008,2,Adelaide,41.2,3.70,lost,153,,India
6635,,v Bangladesh,16 Jan 2009,2,Dhaka,48.1,3.17,won,153/8,,Sri Lanka
6636,,v Canada,9 Jul 2010,1,Schiedam,45.2,3.37,lost,153,,Kenya
6637,,v Sri Lanka,18 Mar 2011,2,Mumbai,35.0,4.37,lost,153,,New Zealand
6638,,v Netherlands,29 Mar 2012,1,Sharjah,39.2,3.88,lost,153,,Afghanistan
6639,,v Bangladesh,15 Jun 2014,2,Dhaka,24.5,6.16,won,153/3,,India
6640,,v England,20 Jan 2015,1,Brisbane,39.3,3.87,lost,153,,India
6641,,v Hong Kong,8 Sep 2016,1,Edinburgh,20.0,7.65,n/r,153/6,,Scotland
6642,,v South Africa,29 May 2017,1,Lord's,31.1,4.90,lost,153,,England
6643,,v Pakistan,30 Dec 1977,2,Sialkot,32.7x8,3.46,won,152/4,,England
6644,,v England,17 Jul 1978,2,Manchester,41.2,3.67,lost,152,,New Zealand
6645,,v Pakistan,10 Sep 1983,2,Hyderabad (Deccan),43.0,3.53,won,152/6,,India
6646,,v Pakistan,23 Nov 1984,2,Faisalabad,20.0,7.60,lost,152/7,,New Zealand
6647,,v Australia,14 Jan 1986,1,Sydney,49.2,3.08,lost,152,,New Zealand
6648,,v West Indies,11 Apr 1992,1,Port of Spain,43.4,3.48,lost,152,,South Africa
6649,,v Bangladesh,8 Apr 1995,2,Sharjah,29.4,5.12,won,152/4,,Pakistan
6650,,v South Africa,16 Feb 1996,2,Rawalpindi,50.0,3.04,lost,152/8,,U.A.E.
6651,,v South Africa,25 Feb 1996,2,Rawalpindi,44.3,3.41,lost,152,,England
6652,,v Zimbabwe,15 Dec 1996,1,Bulawayo,45.5,3.31,lost,152,,England
6653,,v South Africa,26 May 1999,1,Amstelveen,44.3,3.41,lost,152,,Kenya
6654,,v Sri Lanka,31 Jan 2001,2,Napier,42.5,3.54,lost,152,,New Zealand
6655,,v Australia,23 Jun 2001,1,Lord's,42.3,3.57,lost,152,,Pakistan
6656,,v Bangladesh,9 Oct 2002,2,Kimberley,25.4,5.92,won,152/3,,South Africa
6657,,v Australia,19 Jan 2003,1,Adelaide,48.3,3.13,lost,152,,England
6658,,v South Africa,8 May 2005,1,Kingston,50.0,3.04,lost,152/7,,West Indies
6659,,v West Indies,10 May 2006,1,Gros Islet,49.2,3.08,lost,152,,Zimbabwe
6660,,v South Africa,18 Sep 2006,1,East London,49.4,3.06,lost,152,,Zimbabwe
6661,,v England,11 Feb 2007,2,Sydney,27.0,5.62,lost,152/8,,Australia
6662,,v South Africa,3 Apr 2007,1,Providence,35.0,4.34,lost,152/8,,Ireland
6663,,v South Africa,1 Jul 2007,2,Belfast,30.2,5.01,won,152/4,,India
6664,,v West Indies,12 Jul 2007,1,Dublin,30.0,5.06,lost,152/7,,Scotland
6665,,v Ireland,31 Jul 2008,1,Dublin,35.0,4.34,lost,152/9,,Scotland
6666,,v Zimbabwe,30 Nov 2008,1,Harare,48.5,3.11,won,152,,Sri Lanka
6667,,v West Indies,3 Jan 2009,1,Christchurch,28.0,5.42,lost,152/8,,New Zealand
6668,,v Sri Lanka,16 Jan 2009,1,Dhaka,49.4,3.06,lost,152,,Bangladesh
6669,,v Australia,17 Feb 2012,2,Sydney,24.1,6.28,won,152/2,,Sri Lanka
6670,,v Pakistan,31 Aug 2013,2,Harare,40.0,3.80,lost,152,,Zimbabwe
6671,,v Australia,25 Aug 2014,2,Harare,39.3,3.84,lost,152,,Zimbabwe
6672,,v Australia,28 Feb 2015,2,Auckland,23.1,6.56,won,152/9,,New Zealand
6673,,v England,30 Dec 1977,1,Sialkot,33.7x8,3.34,lost,151,,Pakistan
6674,,v England,16 Jun 1979,2,Leeds,56.0,2.69,lost,151,,Pakistan
6675,,v West Indies,11 Jun 1983,2,Leeds,30.3,4.95,lost,151,,Australia
6676,,v India,10 Sep 1983,1,Hyderabad (Deccan),46.0,3.28,lost,151/8,,Pakistan
6677,,v Pakistan,14 Nov 1986,2,Sialkot,44.3,3.39,won,151/6,,West Indies
6678,,v India,9 Mar 1989,2,Port of Spain,38.4,3.90,won,151/4,,West Indies
6679,,v New Zealand,14 Jan 1994,2,Perth,30.3,4.95,won,151/5,,South Africa
6680,,v Australia,7 Sep 1994,2,Colombo (SSC),50.0,3.02,lost,151/9,,Pakistan
6681,,,,,,,,,,,
6682,,v Pakistan,8 Apr 1995,1,Sharjah,50.0,3.02,lost,151/8,,Bangladesh
6683,,v West Indies,16 Feb 1996,1,Hyderabad (Deccan),50.0,3.02,lost,151/9,,Zimbabwe
6684,,v Netherlands,26 Feb 1996,2,Lahore,30.4,4.92,won,151/2,,Pakistan
6685,,v Zimbabwe,9 Apr 1997,1,Sharjah,50.0,3.02,won,151/9,,Pakistan
6686,,v Australia,23 Aug 1999,1,Galle,38.0,3.97,lost,151/7,,India
6687,,v South Africa,6 Feb 2000,2,Port Elizabeth,46.0,3.28,lost,151,,Zimbabwe
6688,,v Zimbabwe,7 Apr 2001,1,Harare,50.0,3.02,lost,151/8,,Bangladesh
6689,,v South Africa,9 Oct 2002,1,Kimberley,43.1,3.49,lost,151,,Bangladesh
6690,,v Australia,8 Feb 2004,2,Sydney,33.2,4.53,lost,151,,India
6691,,v Sri Lanka,27 Apr 2004,2,Harare,43.4,3.45,lost,151,,Zimbabwe
6692,,v West Indies,29 Apr 2006,1,St John's,50.0,3.02,lost,151/9,,Zimbabwe
6693,,v Pakistan,7 Dec 2006,1,Faisalabad,49.5,3.03,lost,151,,West Indies
6694,,v Sri Lanka,14 Jan 2009,2,Dhaka,23.5,6.33,won,151/5,,Bangladesh
6695,,v India,14 Mar 2009,2,Auckland,23.2,6.47,won,151/2,,New Zealand
6696,,v Pakistan,14 Mar 2011,1,Pallekele,39.4,3.80,lost,151/7,,Zimbabwe
6697,,v Australia,5 Feb 2012,2,Melbourne,29.4,5.08,lost,151,,India
6698,,v South Africa,11 Nov 2013,2,Sharjah,35.3,4.25,lost,151,,Pakistan
6699,,v South Africa,27 Feb 2015,2,Sydney,33.1,4.55,lost,151,,West Indies
6700,,v New Zealand,28 Feb 2015,1,Auckland,32.2,4.67,lost,151,,Australia
6701,,v India,22 Dec 1989,1,Lahore,37.0,4.05,won,150/8,,Pakistan
6702,,v West Indies,11 Feb 1993,2,Port Elizabeth,46.5,3.20,won,150/4,,South Africa
